accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score
172,Bangalore,Karnataka,12.94144,77.549761,2023-12-08,10:00,10,Friday,0,rural,3,0,rain,low,19,high,distraction,minor,2,1,1,None,0.8
173,Bangalore,Karnataka,12.90836,77.563109,2023-08-24,21:00,21,Thursday,0,highway,1,1,rain,low,27,high,weather,minor,5,1,0,None,0.65
174,Bangalore,Karnataka,13.008178,77.683777,2023-05-09,4:00,4,Tuesday,0,highway,5,0,rain,low,27,low,overspeeding,major,4,0,0,None,0.45
175,Hyderabad,Telangana,17.253718,78.264759,2023-12-03,21:00,21,Sunday,1,highway,4,0,fog,low,20,high,weather,minor,5,1,0,None,0.65
176,Kolkata,West Bengal,22.643283,88.434764,2024-04-09,14:00,14,Tuesday,0,urban,3,0,fog,low,19,low,poor road,minor,3,1,0,None,0.45
177,Chandigarh,Punjab,30.78977,76.791081,2024-11-11,4:00,4,Monday,0,highway,2,1,clear,high,39,low,distraction,minor,5,0,0,None,0.1
178,Bangalore,Karnataka,13.094302,77.576124,2023-04-30,1:00,1,Sunday,1,rural,1,1,clear,high,32,low,weather,minor,1,0,0,None,0.1
179,Kolkata,West Bengal,22.453114,88.383374,2022-01-31,21:00,21,Monday,0,urban,3,0,clear,high,20,medium,weather,fatal,4,4,0,None,0.3
180,Hyderabad,Telangana,17.492197,78.20001,2022-01-13,19:00,19,Thursday,0,urban,6,0,rain,medium,20,high,poor road,minor,2,0,1,None,0.6
181,Chandigarh,Punjab,30.786188,76.807627,2023-03-28,22:00,22,Tuesday,0,highway,6,1,rain,low,33,low,poor road,minor,5,2,0,None,0.45
182,Hyderabad,Telangana,17.563446,78.232019,2023-10-10,13:00,13,Tuesday,0,urban,5,0,rain,low,39,high,poor road,minor,5,0,0,None,0.65
183,Bangalore,Karnataka,12.971567,77.689448,2022-07-11,20:00,20,Monday,0,urban,1,1,fog,low,21,medium,drunk driving,minor,1,0,0,None,0.45
184,Chandigarh,Punjab,30.784319,76.811367,2024-08-19,8:00,8,Monday,0,highway,2,0,clear,high,23,high,weather,major,5,5,1,None,0.45
185,Hyderabad,Telangana,17.262441,78.332996,2022-03-21,19:00,19,Monday,0,urban,2,1,clear,high,23,low,distraction,major,2,0,1,None,0.25
186,Pune,Maharashtra,18.62914,73.851101,2025-01-01,10:00,10,Wednesday,0,rural,6,0,rain,low,34,high,distraction,minor,1,1,1,None,0.8
187,Pune,Maharashtra,18.616196,73.705131,2024-10-18,8:00,8,Friday,0,urban,1,0,fog,low,31,high,overspeeding,major,3,1,1,None,0.8
188,Hyderabad,Telangana,17.432325,78.449923,2022-09-08,0:00,0,Thursday,0,urban,4,0,clear,high,22,low,overspeeding,major,5,4,0,None,0.1
189,Mumbai,Maharashtra,18.849144,72.726339,2023-02-28,8:00,8,Tuesday,0,highway,6,0,fog,low,27,low,poor road,major,1,0,1,None,0.6
190,Kolkata,West Bengal,22.563456,88.315626,2024-03-06,19:00,19,Wednesday,0,urban,3,1,rain,low,36,high,poor road,fatal,1,1,1,None,1.0
191,Pune,Maharashtra,18.441514,73.89283,2025-01-28,19:00,19,Tuesday,0,urban,4,1,rain,low,16,high,poor road,minor,5,1,1,None,0.8
192,Pune,Maharashtra,18.627045,73.919901,2024-04-23,15:00,15,Tuesday,0,urban,2,1,rain,medium,21,high,weather,major,4,3,0,None,0.45
193,Hyderabad,Telangana,17.453887,78.418717,2023-01-25,7:00,7,Wednesday,0,rural,5,1,clear,high,34,medium,weather,minor,5,3,0,None,0.1
194,Hyderabad,Telangana,17.310034,78.367309,2024-07-13,18:00,18,Saturday,1,urban,4,0,rain,low,16,high,distraction,major,3,2,1,None,0.8
195,Bangalore,Karnataka,13.180613,77.573218,2024-01-30,2:00,2,Tuesday,0,urban,4,0,fog,low,17,low,overspeeding,major,2,1,0,None,0.45
196,Kolkata,West Bengal,22.48019,88.366839,2022-03-11,16:00,16,Friday,0,urban,5,0,rain,low,20,low,weather,minor,5,5,0,None,0.45
197,Mumbai,Maharashtra,19.05988,72.748749,2022-11-04,2:00,2,Friday,0,urban,5,1,clear,high,36,high,weather,major,2,2,0,None,0.3
198,Chandigarh,Punjab,30.650517,76.789449,2022-10-21,0:00,0,Friday,0,urban,2,1,clear,high,36,low,drunk driving,minor,3,2,0,None,0.1
199,Mumbai,Maharashtra,19.093036,72.876566,2024-04-20,9:00,9,Saturday,1,highway,5,1,rain,medium,40,low,drunk driving,fatal,1,1,1,None,0.6
200,Delhi,Delhi,28.596361,77.02673,2023-02-22,0:00,0,Wednesday,0,highway,6,0,fog,low,19,low,weather,minor,4,1,0,None,0.45
201,Kolkata,West Bengal,22.648231,88.411475,2023-01-28,15:00,15,Saturday,1,rural,1,0,rain,low,27,low,drunk driving,minor,5,3,0,None,0.45
202,Chennai,Tamil Nadu,12.894547,80.239536,2025-03-03,3:00,3,Monday,0,highway,6,0,clear,high,22,medium,poor road,minor,2,1,0,None,0.1
203,Chandigarh,Punjab,30.706127,76.870146,2023-09-04,19:00,19,Monday,0,highway,6,0,rain,low,34,high,distraction,major,5,1,1,None,0.8
204,Chandigarh,Punjab,30.736284,76.88423,2022-05-07,18:00,18,Saturday,1,urban,1,0,rain,low,15,high,overspeeding,minor,5,4,1,None,0.8
205,Bangalore,Karnataka,12.884671,77.570809,2024-04-07,10:00,10,Sunday,1,urban,1,1,rain,medium,37,low,weather,minor,3,3,1,None,0.4
206,Kolkata,West Bengal,22.641019,88.468147,2023-12-28,14:00,14,Thursday,0,urban,5,1,clear,high,22,high,poor road,minor,3,0,0,None,0.3
207,Delhi,Delhi,28.497753,76.936211,2022-12-27,22:00,22,Tuesday,0,urban,2,1,fog,low,34,high,overspeeding,minor,4,0,0,None,0.65
208,Hyderabad,Telangana,17.22001,78.311087,2024-07-07,10:00,10,Sunday,1,rural,6,0,fog,low,16,high,weather,minor,4,2,1,None,0.8
209,Pune,Maharashtra,18.533492,73.818053,2023-09-10,23:00,23,Sunday,1,highway,4,0,rain,low,19,high,weather,major,2,0,0,None,0.65
210,Bangalore,Karnataka,12.898651,77.518953,2024-07-11,18:00,18,Thursday,0,urban,2,0,clear,high,22,high,distraction,minor,3,0,1,None,0.45
211,Chennai,Tamil Nadu,12.942775,80.266239,2023-09-11,0:00,0,Monday,0,highway,3,0,fog,low,24,low,distraction,minor,3,2,0,None,0.45
212,Mumbai,Maharashtra,18.845526,72.792846,2024-05-06,15:00,15,Monday,0,urban,5,1,fog,low,31,low,distraction,major,2,0,0,None,0.45
213,Pune,Maharashtra,18.449045,73.963577,2022-12-17,20:00,20,Saturday,1,rural,2,1,rain,low,22,low,poor road,major,3,1,0,None,0.45
214,Chennai,Tamil Nadu,12.861288,80.167097,2022-01-18,2:00,2,Tuesday,0,highway,1,1,rain,low,29,medium,poor road,minor,5,5,0,None,0.45
215,Pune,Maharashtra,18.618088,73.989576,2024-06-01,8:00,8,Saturday,1,urban,3,1,fog,low,28,high,drunk driving,minor,3,0,1,None,0.8
216,Bangalore,Karnataka,13.09534,77.402311,2024-11-27,2:00,2,Wednesday,0,rural,5,0,clear,high,34,low,weather,major,5,5,0,None,0.1
217,Delhi,Delhi,28.694773,77.138622,2023-02-25,18:00,18,Saturday,1,rural,3,0,rain,low,35,high,distraction,minor,2,1,1,None,0.8
218,Chandigarh,Punjab,30.75305,76.886282,2024-10-10,17:00,17,Thursday,0,highway,5,1,fog,low,19,high,distraction,major,2,1,1,None,0.8
219,Bangalore,Karnataka,12.888723,77.598691,2023-08-05,23:00,23,Saturday,1,highway,5,0,rain,medium,25,high,weather,fatal,1,1,0,None,0.65
220,Mumbai,Maharashtra,18.960845,72.922053,2024-09-24,21:00,21,Tuesday,0,rural,4,1,clear,high,33,high,drunk driving,minor,2,0,0,None,0.3
221,Bangalore,Karnataka,12.966,77.42648,2023-10-28,18:00,18,Saturday,1,highway,4,0,fog,low,17,medium,weather,minor,1,1,1,None,0.6
222,Chennai,Tamil Nadu,13.059482,80.132694,2022-12-30,19:00,19,Friday,0,highway,4,0,fog,low,29,high,weather,major,5,4,1,None,0.8
223,Pune,Maharashtra,18.479836,73.980057,2023-08-07,23:00,23,Monday,0,rural,5,1,fog,low,34,medium,weather,major,2,1,0,None,0.45
224,Delhi,Delhi,28.570297,77.25409,2023-04-12,10:00,10,Wednesday,0,highway,6,1,fog,low,35,medium,drunk driving,minor,2,1,1,None,0.6
225,Mumbai,Maharashtra,19.147537,72.781967,2023-10-19,6:00,6,Thursday,0,rural,2,1,rain,medium,36,high,poor road,minor,4,4,0,None,0.45
226,Chennai,Tamil Nadu,12.931329,80.177908,2024-09-28,22:00,22,Saturday,1,highway,4,1,rain,medium,26,medium,weather,minor,2,0,0,None,0.25
227,Chennai,Tamil Nadu,12.931505,80.204867,2023-05-01,18:00,18,Monday,0,rural,2,1,rain,low,28,medium,drunk driving,major,3,2,1,None,0.6
228,Chennai,Tamil Nadu,12.826312,80.207278,2022-01-14,3:00,3,Friday,0,urban,6,0,clear,high,35,medium,drunk driving,minor,3,1,0,None,0.1
229,Hyderabad,Telangana,17.227437,78.332683,2024-10-12,13:00,13,Saturday,1,rural,4,0,clear,high,38,high,distraction,major,1,1,0,None,0.3
230,Pune,Maharashtra,18.511753,73.872341,2024-03-30,11:00,11,Saturday,1,urban,2,1,rain,low,28,high,poor road,minor,1,1,0,None,0.65
231,Bangalore,Karnataka,13.166458,77.645976,2022-11-08,0:00,0,Tuesday,0,rural,5,0,fog,low,39,low,weather,major,4,0,0,None,0.45
232,Hyderabad,Telangana,17.230262,78.253208,2022-07-11,0:00,0,Monday,0,urban,3,1,clear,high,23,low,overspeeding,fatal,1,1,0,None,0.3
233,Chennai,Tamil Nadu,13.101426,80.265354,2022-11-27,9:00,9,Sunday,1,urban,1,1,rain,low,23,medium,poor road,minor,3,2,1,None,0.6
234,Chandigarh,Punjab,30.621868,76.767922,2024-02-18,14:00,14,Sunday,1,highway,3,0,fog,low,32,low,poor road,major,2,2,0,None,0.45
235,Chennai,Tamil Nadu,13.104646,80.294344,2024-05-23,7:00,7,Thursday,0,urban,3,0,fog,low,16,high,drunk driving,major,3,2,0,None,0.65
236,Bangalore,Karnataka,13.160679,77.450578,2022-08-14,17:00,17,Sunday,1,urban,2,0,clear,high,30,medium,overspeeding,major,5,4,1,None,0.25
237,Kolkata,West Bengal,22.421859,88.374025,2022-05-05,9:00,9,Thursday,0,highway,3,1,clear,high,31,medium,overspeeding,major,1,1,1,None,0.25
238,Delhi,Delhi,28.691978,77.169403,2023-01-03,21:00,21,Tuesday,0,urban,3,0,fog,low,26,high,poor road,major,1,1,0,None,0.65
239,Kolkata,West Bengal,22.582986,88.286863,2024-09-20,6:00,6,Friday,0,urban,1,0,clear,high,29,low,overspeeding,fatal,1,1,0,None,0.3
240,Mumbai,Maharashtra,19.000379,72.96346,2023-10-26,17:00,17,Thursday,0,rural,1,0,rain,low,20,high,weather,minor,4,4,1,None,0.8
241,Mumbai,Maharashtra,18.844068,72.948507,2023-01-06,7:00,7,Friday,0,urban,2,0,rain,low,26,high,poor road,major,4,2,0,None,0.65
242,Chandigarh,Punjab,30.722768,76.846181,2023-05-04,4:00,4,Thursday,0,rural,3,0,fog,low,40,medium,distraction,major,4,2,0,None,0.45
243,Chandigarh,Punjab,30.726192,76.756446,2022-12-18,8:00,8,Sunday,1,rural,5,0,clear,high,40,medium,weather,minor,4,0,1,None,0.25
244,Kolkata,West Bengal,22.542146,88.249395,2024-08-13,11:00,11,Tuesday,0,rural,1,0,rain,medium,20,high,overspeeding,minor,2,1,0,None,0.45
245,Chennai,Tamil Nadu,12.979934,80.258425,2022-06-29,16:00,16,Wednesday,0,rural,3,0,fog,low,28,medium,overspeeding,major,4,2,0,None,0.45
246,Kolkata,West Bengal,22.691684,88.380487,2024-08-04,15:00,15,Sunday,1,highway,3,1,fog,low,23,medium,overspeeding,minor,2,1,0,None,0.45
247,Pune,Maharashtra,18.554742,73.846455,2022-02-27,5:00,5,Sunday,1,rural,1,0,fog,low,26,high,drunk driving,minor,2,0,0,None,0.65
248,Pune,Maharashtra,18.492599,73.918395,2023-12-01,8:00,8,Friday,0,urban,3,0,rain,low,35,high,drunk driving,minor,5,3,1,None,0.8
249,Bangalore,Karnataka,12.87812,77.75548,2022-11-22,11:00,11,Tuesday,0,highway,2,0,rain,medium,15,high,poor road,minor,1,1,0,None,0.45
250,Kolkata,West Bengal,22.628792,88.377574,2024-12-20,11:00,11,Friday,0,highway,2,0,fog,low,30,high,overspeeding,minor,3,2,0,None,0.65
251,Delhi,Delhi,28.42531,76.842778,2024-12-22,6:00,6,Sunday,1,highway,4,1,fog,low,24,medium,overspeeding,minor,5,0,0,None,0.45
252,Chennai,Tamil Nadu,13.07404,80.152144,2022-12-30,20:00,20,Friday,0,rural,3,0,clear,high,28,medium,drunk driving,minor,2,1,0,None,0.1
253,Delhi,Delhi,28.403747,76.847221,2024-04-27,2:00,2,Saturday,1,rural,5,0,rain,low,37,low,weather,major,5,3,0,None,0.45
254,Mumbai,Maharashtra,19.150088,72.702839,2023-10-20,20:00,20,Friday,0,highway,3,0,fog,low,37,high,weather,major,5,0,0,None,0.65
255,Mumbai,Maharashtra,19.035655,72.955069,2022-01-01,6:00,6,Saturday,1,highway,4,0,clear,high,29,low,drunk driving,minor,5,5,0,None,0.1
256,Chennai,Tamil Nadu,12.911957,80.196891,2023-05-21,18:00,18,Sunday,1,urban,5,0,rain,medium,40,low,drunk driving,minor,1,1,1,None,0.4
257,Delhi,Delhi,28.472435,77.19605,2022-05-16,1:00,1,Monday,0,highway,5,0,fog,low,26,high,overspeeding,minor,5,4,0,None,0.65
258,Chandigarh,Punjab,30.6107,76.703665,2024-07-11,15:00,15,Thursday,0,urban,5,0,fog,low,21,high,poor road,minor,5,5,0,None,0.65
259,Delhi,Delhi,28.404569,76.804829,2022-06-16,11:00,11,Thursday,0,rural,4,0,clear,high,34,high,drunk driving,fatal,3,3,0,None,0.5
260,Chandigarh,Punjab,30.63764,76.825478,2023-03-23,14:00,14,Thursday,0,rural,6,1,fog,low,31,low,drunk driving,major,4,3,0,None,0.45
261,Mumbai,Maharashtra,19.115596,72.802382,2022-07-04,7:00,7,Monday,0,rural,4,0,clear,high,25,medium,distraction,major,1,0,0,None,0.1
262,Pune,Maharashtra,18.695595,73.868888,2022-05-26,12:00,12,Thursday,0,rural,6,0,fog,low,30,medium,overspeeding,minor,4,4,0,None,0.45
263,Kolkata,West Bengal,22.494643,88.492238,2024-02-24,17:00,17,Saturday,1,highway,6,1,clear,high,21,medium,weather,minor,4,2,1,None,0.25
264,Chandigarh,Punjab,30.734981,76.773993,2024-09-07,14:00,14,Saturday,1,highway,4,1,rain,medium,20,low,distraction,minor,5,1,0,None,0.25
265,Chandigarh,Punjab,30.711487,76.846221,2023-11-27,0:00,0,Monday,0,rural,3,1,clear,high,25,high,distraction,fatal,4,4,0,None,0.5
266,Chennai,Tamil Nadu,12.968853,80.196115,2024-10-15,1:00,1,Tuesday,0,urban,3,0,fog,low,30,low,poor road,major,3,3,0,None,0.45
267,Kolkata,West Bengal,22.63079,88.274384,2023-03-20,20:00,20,Monday,0,highway,4,1,fog,low,31,medium,poor road,major,4,2,0,None,0.45
268,Chandigarh,Punjab,30.671217,76.878695,2025-02-12,17:00,17,Wednesday,0,rural,3,0,fog,low,34,high,poor road,minor,3,3,1,None,0.8
269,Bangalore,Karnataka,12.933538,77.737824,2025-01-04,18:00,18,Saturday,1,rural,5,0,clear,high,16,medium,overspeeding,minor,3,3,1,None,0.25
270,Bangalore,Karnataka,12.934971,77.501295,2024-07-23,3:00,3,Tuesday,0,urban,6,0,rain,low,35,low,overspeeding,fatal,3,3,0,None,0.65
271,Bangalore,Karnataka,13.088481,77.401871,2023-03-17,22:00,22,Friday,0,highway,4,0,rain,low,32,medium,overspeeding,fatal,4,4,0,None,0.65
272,Chennai,Tamil Nadu,13.032356,80.200645,2022-06-01,13:00,13,Wednesday,0,urban,4,0,clear,high,24,low,drunk driving,minor,4,2,0,None,0.1
273,Pune,Maharashtra,18.685749,73.854341,2024-04-08,21:00,21,Monday,0,rural,2,0,fog,low,32,low,poor road,major,2,1,0,None,0.45
274,Chandigarh,Punjab,30.600709,76.788381,2023-04-12,17:00,17,Wednesday,0,rural,2,1,fog,low,29,high,distraction,minor,2,2,1,None,0.8
275,Chennai,Tamil Nadu,12.865666,80.225481,2023-12-06,2:00,2,Wednesday,0,rural,1,1,rain,low,30,low,weather,minor,5,3,0,None,0.45
276,Chennai,Tamil Nadu,13.125687,80.288644,2022-04-07,14:00,14,Thursday,0,urban,5,0,fog,low,19,high,weather,major,1,0,0,None,0.65
277,Chandigarh,Punjab,30.615981,76.703249,2023-10-07,1:00,1,Saturday,1,rural,3,1,rain,low,30,low,distraction,fatal,3,3,0,None,0.65
278,Kolkata,West Bengal,22.449438,88.268509,2023-05-14,20:00,20,Sunday,1,highway,4,0,fog,low,27,medium,drunk driving,major,3,3,0,None,0.45
279,Bangalore,Karnataka,12.906665,77.751883,2024-07-10,5:00,5,Wednesday,0,highway,6,1,fog,low,36,low,overspeeding,minor,2,2,0,None,0.45
280,Bangalore,Karnataka,12.854596,77.734873,2023-04-08,9:00,9,Saturday,1,highway,4,1,fog,low,30,medium,poor road,minor,4,2,1,None,0.6
281,Hyderabad,Telangana,17.453228,78.354267,2023-03-18,9:00,9,Saturday,1,urban,3,0,rain,low,30,high,overspeeding,major,4,1,1,None,0.8
282,Chandigarh,Punjab,30.689908,76.86273,2023-05-08,11:00,11,Monday,0,urban,1,1,rain,low,16,high,drunk driving,minor,5,4,0,None,0.65
283,Mumbai,Maharashtra,18.918465,72.813324,2024-09-11,2:00,2,Wednesday,0,urban,6,0,fog,low,33,high,distraction,minor,4,4,0,None,0.65
284,Pune,Maharashtra,18.50586,73.779004,2023-09-14,18:00,18,Thursday,0,highway,5,1,rain,low,24,medium,weather,major,1,1,1,None,0.6
285,Pune,Maharashtra,18.432833,73.776399,2024-02-21,22:00,22,Wednesday,0,highway,2,1,rain,medium,17,high,drunk driving,minor,3,3,0,None,0.45
286,Kolkata,West Bengal,22.542201,88.296251,2022-07-08,11:00,11,Friday,0,rural,5,0,clear,high,15,high,poor road,major,4,0,0,None,0.3
287,Delhi,Delhi,28.656319,77.232117,2022-12-08,9:00,9,Thursday,0,highway,1,0,clear,high,18,medium,drunk driving,minor,4,1,1,None,0.25
288,Mumbai,Maharashtra,18.87409,72.939462,2022-12-03,4:00,4,Saturday,1,rural,3,1,rain,low,38,low,distraction,major,2,1,0,None,0.45
289,Pune,Maharashtra,18.460951,73.781916,2023-12-03,14:00,14,Sunday,1,highway,5,1,rain,medium,34,medium,overspeeding,minor,1,0,0,None,0.25
290,Mumbai,Maharashtra,19.160639,72.885188,2022-01-25,10:00,10,Tuesday,0,highway,3,1,fog,low,15,low,distraction,major,4,2,1,None,0.6
291,Delhi,Delhi,28.505662,76.960158,2024-09-05,11:00,11,Thursday,0,urban,6,1,fog,low,35,medium,drunk driving,fatal,4,4,0,None,0.65
292,Mumbai,Maharashtra,18.803394,72.756475,2024-11-11,5:00,5,Monday,0,highway,1,1,rain,medium,37,medium,poor road,fatal,4,4,0,None,0.45
293,Chennai,Tamil Nadu,13.030792,80.290558,2023-08-10,9:00,9,Thursday,0,rural,1,0,fog,low,27,medium,distraction,minor,1,0,1,None,0.6
294,Mumbai,Maharashtra,18.922093,72.940473,2024-09-10,0:00,0,Tuesday,0,highway,5,0,fog,low,28,medium,weather,major,4,4,0,None,0.45
295,Chandigarh,Punjab,30.632006,76.795028,2024-10-24,22:00,22,Thursday,0,urban,2,0,fog,low,22,low,overspeeding,minor,2,0,0,None,0.45
296,Mumbai,Maharashtra,18.942286,72.710271,2024-05-30,16:00,16,Thursday,0,highway,5,1,rain,medium,37,medium,distraction,minor,3,2,0,None,0.25
297,Kolkata,West Bengal,22.419317,88.310364,2024-11-11,23:00,23,Monday,0,urban,3,0,fog,low,19,low,drunk driving,major,2,1,0,None,0.45
298,Mumbai,Maharashtra,19.277319,72.843699,2022-02-05,23:00,23,Saturday,1,rural,5,0,clear,high,38,high,poor road,minor,5,4,0,None,0.3
299,Chandigarh,Punjab,30.616643,76.869914,2022-02-06,12:00,12,Sunday,1,urban,4,0,rain,medium,31,high,overspeeding,minor,4,2,0,None,0.45
300,Pune,Maharashtra,18.513383,73.728215,2023-06-03,16:00,16,Saturday,1,rural,1,1,rain,medium,20,high,drunk driving,minor,2,2,0,None,0.45
301,Kolkata,West Bengal,22.542294,88.440962,2022-12-16,9:00,9,Friday,0,rural,6,1,rain,low,33,medium,poor road,fatal,3,3,1,None,0.8
302,Kolkata,West Bengal,22.578646,88.267103,2022-04-28,1:00,1,Thursday,0,rural,3,1,clear,high,31,low,poor road,minor,2,0,0,None,0.1
303,Mumbai,Maharashtra,18.904696,72.929499,2023-11-06,23:00,23,Monday,0,highway,1,0,clear,high,23,low,weather,minor,3,1,0,None,0.1
304,Chennai,Tamil Nadu,13.158922,80.282375,2022-11-14,9:00,9,Monday,0,urban,3,1,clear,high,25,high,weather,major,1,1,1,None,0.45
305,Chandigarh,Punjab,30.666974,76.757047,2023-07-30,9:00,9,Sunday,1,highway,4,1,fog,low,37,high,weather,minor,2,0,1,None,0.8
306,Chandigarh,Punjab,30.655634,76.703463,2024-07-31,12:00,12,Wednesday,0,urban,4,1,fog,low,19,medium,drunk driving,fatal,5,5,0,None,0.65
307,Bangalore,Karnataka,13.070817,77.754253,2024-10-09,2:00,2,Wednesday,0,highway,6,0,fog,low,17,high,overspeeding,major,4,3,0,None,0.65
308,Kolkata,West Bengal,22.617531,88.294685,2022-11-28,1:00,1,Monday,0,urban,2,0,fog,low,21,low,drunk driving,minor,4,3,0,None,0.45
309,Chandigarh,Punjab,30.767989,76.78677,2023-03-02,11:00,11,Thursday,0,highway,2,1,clear,high,36,medium,drunk driving,minor,1,0,0,None,0.1
310,Chandigarh,Punjab,30.751536,76.828455,2022-04-11,21:00,21,Monday,0,rural,3,1,fog,low,22,high,weather,minor,2,2,0,None,0.65
311,Chandigarh,Punjab,30.725966,76.873965,2024-03-24,7:00,7,Sunday,1,rural,2,0,rain,medium,20,medium,weather,major,1,1,0,None,0.25
312,Hyderabad,Telangana,17.474242,78.535552,2023-05-16,12:00,12,Tuesday,0,rural,1,1,rain,medium,15,high,weather,major,2,2,0,None,0.45
313,Chennai,Tamil Nadu,13.087316,80.226797,2022-04-26,6:00,6,Tuesday,0,urban,4,1,fog,low,39,medium,poor road,major,1,0,0,None,0.45
314,Kolkata,West Bengal,22.505115,88.233239,2024-07-31,2:00,2,Wednesday,0,highway,5,1,clear,high,39,low,poor road,minor,5,0,0,None,0.1
315,Mumbai,Maharashtra,18.81774,72.773961,2024-09-05,22:00,22,Thursday,0,rural,1,1,rain,medium,19,low,drunk driving,major,2,2,0,None,0.25
316,Delhi,Delhi,28.867743,76.854527,2023-04-24,7:00,7,Monday,0,rural,4,0,fog,low,39,medium,weather,fatal,1,1,0,None,0.65
317,Pune,Maharashtra,18.660086,73.810194,2022-03-22,1:00,1,Tuesday,0,urban,2,1,rain,low,20,low,drunk driving,major,3,2,0,None,0.45
318,Mumbai,Maharashtra,19.27562,72.80497,2024-01-17,16:00,16,Wednesday,0,rural,2,0,clear,high,26,medium,poor road,minor,3,1,0,None,0.1
319,Chennai,Tamil Nadu,12.934717,80.259504,2022-10-04,2:00,2,Tuesday,0,highway,5,1,clear,high,19,high,overspeeding,major,3,3,0,None,0.3
320,Chandigarh,Punjab,30.655311,76.714474,2023-02-19,15:00,15,Sunday,1,urban,3,1,fog,low,26,low,overspeeding,fatal,3,3,0,None,0.65
321,Bangalore,Karnataka,12.852964,77.561684,2022-08-15,18:00,18,Monday,0,rural,5,1,fog,low,27,high,poor road,major,2,2,1,None,0.8
322,Pune,Maharashtra,18.46926,73.979581,2022-02-21,18:00,18,Monday,0,highway,3,0,clear,high,20,high,weather,minor,1,0,1,None,0.45
323,Delhi,Delhi,28.824805,77.267512,2022-05-07,16:00,16,Saturday,1,highway,6,1,clear,high,34,low,overspeeding,minor,2,0,0,None,0.1
324,Chennai,Tamil Nadu,12.865026,80.224187,2025-04-10,21:00,21,Thursday,0,rural,3,1,clear,high,17,low,weather,minor,1,0,0,None,0.1
325,Kolkata,West Bengal,22.423409,88.23046,2023-01-30,4:00,4,Monday,0,highway,5,0,clear,high,39,low,drunk driving,minor,2,1,0,None,0.1
326,Chennai,Tamil Nadu,12.979773,80.125904,2024-11-01,15:00,15,Friday,0,urban,5,1,fog,low,32,low,weather,minor,1,1,0,Diwali,0.55
327,Chandigarh,Punjab,30.796737,76.773533,2024-06-24,14:00,14,Monday,0,rural,4,1,rain,medium,31,low,weather,major,3,3,0,None,0.25
328,Mumbai,Maharashtra,19.025583,72.703921,2022-02-27,14:00,14,Sunday,1,rural,5,1,clear,high,23,medium,weather,minor,4,1,0,None,0.1
329,Pune,Maharashtra,18.421265,73.710506,2022-11-03,3:00,3,Thursday,0,urban,6,1,fog,low,32,low,poor road,major,3,1,0,None,0.45
330,Hyderabad,Telangana,17.510543,78.427133,2022-08-24,3:00,3,Wednesday,0,highway,5,0,fog,low,37,low,poor road,minor,2,2,0,None,0.45
331,Mumbai,Maharashtra,19.093059,72.74776,2023-03-06,8:00,8,Monday,0,urban,6,0,fog,low,21,medium,drunk driving,fatal,1,1,1,None,0.8
332,Kolkata,West Bengal,22.68123,88.384248,2023-04-02,20:00,20,Sunday,1,highway,3,0,clear,high,27,low,weather,fatal,2,2,0,None,0.3
333,Kolkata,West Bengal,22.403454,88.206231,2024-11-26,11:00,11,Tuesday,0,urban,6,1,rain,low,29,low,overspeeding,minor,3,2,0,None,0.45
334,Pune,Maharashtra,18.580848,73.876593,2024-05-11,21:00,21,Saturday,1,rural,2,0,clear,high,38,low,weather,minor,5,5,0,None,0.1
335,Pune,Maharashtra,18.404333,73.812579,2024-07-09,22:00,22,Tuesday,0,highway,2,1,clear,high,27,high,distraction,major,5,4,0,None,0.3
336,Pune,Maharashtra,18.612059,73.719751,2024-12-10,3:00,3,Tuesday,0,rural,6,1,fog,low,27,low,weather,minor,5,2,0,None,0.45
337,Pune,Maharashtra,18.464387,73.94994,2022-02-03,11:00,11,Thursday,0,urban,1,1,rain,low,30,medium,poor road,major,2,0,0,None,0.45
338,Bangalore,Karnataka,13.130325,77.446646,2023-02-06,9:00,9,Monday,0,urban,5,1,fog,low,21,medium,poor road,minor,2,1,1,None,0.6
